,Beach Name,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life
0,Montrose Beach,0.7490774907749077,0.0009915799734458244,0.42378048780487804,0.11298482293423273,0.2222222222222222,0.26415094339622647
2,Calumet Beach,0.8560885608856088,0.0030503689013630024,0.5587979094076655,0.27150084317032036,0.5555555555555556,0.26415094339622647
3,Calumet Beach,0.5977859778597785,0.0010588057343574057,0.6951219512195123,0.2259696458684654,0.3333333333333333,0.6981132075471695
4,Montrose Beach,0.5313653136531366,0.002823481958286415,0.6402439024390245,0.4806070826306914,0.3333333333333333,0.7358490566037735
5,Montrose Beach,0.5350553505535055,0.002285675870993765,0.6432926829268294,0.49409780775716694,0.2222222222222222,0.7358490566037735
6,Calumet Beach,0.6014760147601476,0.0010756121745853012,0.6994773519163764,0.25126475548060706,0.3333333333333333,0.6981132075471695
7,Montrose Beach,0.5461254612546126,0.0024957563738424566,0.6393728222996516,0.5311973018549746,0.2222222222222222,0.7358490566037735
8,Calumet Beach,0.6088560885608856,0.0011092250550410918,0.7051393728222997,0.29005059021922425,0.3333333333333333,0.6981132075471695
9,Calumet Beach,0.6199261992619927,0.0011008218349271442,0.7186411149825785,0.3086003372681282,0.3333333333333333,0.6981132075471695
10,Montrose Beach,0.5350553505535055,0.003613384648997496,0.6354529616724739,0.5311973018549746,0.2222222222222222,0.7358490566037735
11,Calumet Beach,0.6309963099630996,0.00115124115561083,0.6977351916376308,0.30522765598650925,0.3333333333333333,0.6981132075471695
12,Montrose Beach,0.5313653136531366,0.004092368195492513,0.6306620209059234,0.5531197301854975,0.2222222222222222,0.7358490566037735
13,Calumet Beach,0.6346863468634686,0.0012436765768642545,0.6999128919860628,0.3204047217537943,0.3333333333333333,0.6981132075471695
14,Montrose Beach,0.5202952029520295,0.004252029377657518,0.637630662020906,0.5514333895446881,0.3333333333333333,0.7358490566037735
15,Montrose Beach,0.5239852398523984,0.004840254785633854,0.6520034843205575,0.5784148397976392,0.2222222222222222,0.7358490566037735
16,Calumet Beach,0.6309963099630996,0.0015125796205105798,0.6894599303135889,0.2951096121416526,0.3333333333333333,0.6981132075471695
17,Calumet Beach,0.6273062730627306,0.001529386060738475,0.6833623693379791,0.30522765598650925,0.3333333333333333,0.6981132075471695
18,Montrose Beach,0.5239852398523984,0.005310835112014924,0.6393728222996516,0.5615514333895447,0.2222222222222222,0.7358490566037735
19,Montrose Beach,0.5313653136531366,0.0057898186585099405,0.6459059233449478,0.6188870151770658,0.3333333333333333,0.7358490566037735
20,Calumet Beach,0.6273062730627306,0.0015377892808524228,0.6837979094076657,0.3086003372681282,0.3333333333333333,0.6981132075471695
21,Montrose Beach,0.5350553505535055,0.00597468950101679,0.6341463414634148,0.5868465430016864,0.4444444444444444,0.7358490566037735
22,Calumet Beach,0.6199261992619927,0.0015966118216500563,0.6864111498257841,0.28330522765598654,0.3333333333333333,0.6981132075471695
23,Montrose Beach,0.5350553505535055,0.005781415438395993,0.6511324041811848,0.5598650927487352,0.3333333333333333,0.7358490566037735
24,Calumet Beach,0.6162361623616236,0.0015377892808524228,0.6746515679442509,0.28161888701517707,0.3333333333333333,0.6981132075471695
25,Montrose Beach,0.5276752767527675,0.006151157123409691,0.6480836236933798,0.5362563237774031,0.3333333333333333,0.7358490566037735
26,Calumet Beach,0.6088560885608856,0.0014201441992571554,0.7099303135888503,0.2765598650927487,0.3333333333333333,0.6981132075471695
27,Calumet Beach,0.6014760147601476,0.001361321658459522,0.6972996515679444,0.24620573355817874,0.3333333333333333,0.6981132075471695
28,Montrose Beach,0.5239852398523984,0.006033512041814423,0.6716027874564461,0.49241146711635747,0.3333333333333333,0.7358490566037735
29,Montrose Beach,0.5239852398523984,0.005336044772356767,0.667247386759582,0.5193929173693086,0.2222222222222222,0.7358490566037735
30,Calumet Beach,0.5977859778597785,0.0013193055578897834,0.7042682926829269,0.23777403035413153,0.3333333333333333,0.6981132075471695
31,Calumet Beach,0.5940959409594097,0.0015125796205105798,0.7138501742160279,0.25295109612141653,0.3333333333333333,0.6981132075471695
32,Montrose Beach,0.5202952029520295,0.005697383237256517,0.6750871080139375,0.4586846543001686,0.3333333333333333,0.7169811320754718
33,Calumet Beach,0.5940959409594097,0.001529386060738475,0.6920731707317074,0.2411467116357504,0.3333333333333333,0.6981132075471695
34,Montrose Beach,0.5202952029520295,0.005268819011445185,0.6698606271777005,0.49409780775716694,0.2222222222222222,0.7169811320754718
35,Montrose Beach,0.5166051660516605,0.0047310129241525355,0.654616724738676,0.4536256323777403,0.2222222222222222,0.7169811320754718
36,Calumet Beach,0.5867158671586715,0.001453757079712946,0.6946864111498259,0.2445193929173693,0.2222222222222222,0.6981132075471695
37,Calumet Beach,0.5867158671586715,0.001453757079712946,0.6925087108013939,0.23271500843170317,0.2222222222222222,0.6981132075471695
38,Montrose Beach,0.5092250922509225,0.0042436261575435705,0.6498257839721255,0.3962900505902192,0.3333333333333333,0.7169811320754718
39,Montrose Beach,0.5092250922509225,0.0048150451252920124,0.6445993031358886,0.37436762225969644,0.3333333333333333,0.7169811320754718
40,Calumet Beach,0.5867158671586715,0.0014621602998268937,0.6851045296167247,0.2276559865092749,0.3333333333333333,0.6981132075471695
41,Montrose Beach,0.5129151291512914,0.00468059360346885,0.6445993031358886,0.38954468802698144,0.3333333333333333,0.7169811320754718
42,Calumet Beach,0.5830258302583026,0.0014873699601687367,0.6881533101045298,0.22428330522765597,0.3333333333333333,0.6981132075471695
43,Calumet Beach,0.5867158671586715,0.001378128098687417,0.7055749128919862,0.1888701517706577,0.3333333333333333,0.6981132075471695
44,Montrose Beach,0.5129151291512914,0.005453689853952034,0.6485191637630662,0.4704890387858347,0.2222222222222222,0.7169811320754718
45,Montrose Beach,0.5202952029520295,0.004764625804608326,0.6520034843205575,0.44519392917369305,0.1111111111111111,0.7169811320754718
46,Calumet Beach,0.5904059040590406,0.0014705635199408413,0.6868466898954705,0.19561551433389546,0.3333333333333333,0.6981132075471695
47,Calumet Beach,0.5977859778597785,0.0013361119981176789,0.730836236933798,0.21585160202360873,0.3333333333333333,0.6981132075471695
48,Montrose Beach,0.5276752767527675,0.005378060872926506,0.6707317073170733,0.4603709949409781,0.4444444444444444,0.7169811320754718
49,Calumet Beach,0.6051660516605165,0.0013024991176618882,0.6851045296167247,0.2209106239460371,0.3333333333333333,0.6981132075471695
50,Montrose Beach,0.5387453874538745,0.005201593250533605,0.6594076655052266,0.4856661045531197,0.2222222222222222,0.7169811320754718
51,Montrose Beach,0.5461254612546126,0.005277222231559134,0.7003484320557493,0.4536256323777403,0.4444444444444444,0.7169811320754718
52,Calumet Beach,0.6125461254612546,0.001327708778003731,0.6885888501742161,0.23777403035413153,0.1111111111111111,0.6981132075471695
53,Calumet Beach,0.6162361623616236,0.0012100636964084636,0.7682926829268293,0.24620573355817874,0.4444444444444444,0.6981132075471695
54,Montrose Beach,0.5498154981549815,0.005344447992470715,0.6415505226480838,0.5160202360876898,0.2222222222222222,0.7169811320754718
55,Montrose Beach,0.5571955719557196,0.005025125628140704,0.6668118466898956,0.4772344013490726,0.2222222222222222,0.7169811320754718
56,Calumet Beach,0.6236162361623615,0.001176450815952673,0.6837979094076657,0.25463743676222594,0.3333333333333333,0.6981132075471695
57,Calumet Beach,0.6236162361623615,0.0011344347153829349,0.7160278745644599,0.26475548060708265,0.3333333333333333,0.6981132075471695
58,Montrose Beach,0.5608856088560885,0.0052604157913312384,0.6663763066202092,0.5059021922428331,0.2222222222222222,0.7169811320754718
59,Montrose Beach,0.5719557195571956,0.005932673400447051,0.6480836236933798,0.46374367622259705,0.2222222222222222,0.7169811320754718
60,Calumet Beach,0.6199261992619927,0.0012184669165224114,0.7090592334494774,0.26138279932546377,0.2222222222222222,0.6981132075471695
61,Calumet Beach,0.6236162361623615,0.0011344347153829349,0.6759581881533102,0.2799325463743676,0.2222222222222222,0.6981132075471695
62,Montrose Beach,0.5645756457564576,0.00547049629417993,0.6459059233449478,0.4806070826306914,0.2222222222222222,0.7169811320754718
63,Montrose Beach,0.5719557195571956,0.005638560696458883,0.6454703832752614,0.46205733558178747,0.2222222222222222,0.7169811320754718
64,Calumet Beach,0.6199261992619927,0.0011680475958387253,0.6933797909407666,0.27318718381112983,0.2222222222222222,0.6981132075471695
65,Montrose Beach,0.5645756457564576,0.005184786810305709,0.6480836236933798,0.4806070826306914,0.2222222222222222,0.7169811320754718
66,Calumet Beach,0.6162361623616236,0.001226870136636359,0.6511324041811848,0.28499156829679595,0.3333333333333333,0.6981132075471695
67,Montrose Beach,0.5682656826568265,0.004957899867229123,0.6524390243902439,0.4603709949409781,0.2222222222222222,0.7169811320754718
68,Calumet Beach,0.6199261992619927,0.001176450815952673,0.6811846689895471,0.296795952782462,0.2222222222222222,0.6981132075471695
69,Montrose Beach,0.5608856088560885,0.0050671417287104425,0.6454703832752614,0.4266441821247892,0.2222222222222222,0.7169811320754718
70,Calumet Beach,0.6236162361623615,0.0012688862372060973,0.6807491289198606,0.2765598650927487,0.3333333333333333,0.6981132075471695
71,Calumet Beach,0.6199261992619927,0.0013024991176618882,0.693815331010453,0.30522765598650925,0.2222222222222222,0.6981132075471695
72,Montrose Beach,0.5608856088560885,0.004798238685064116,0.644163763066202,0.41989881956155145,0.2222222222222222,0.7169811320754718
73,Calumet Beach,0.6125461254612546,0.001504176400396632,0.7060104529616726,0.33220910623946037,0.3333333333333333,0.6981132075471695
